Price,District,City,Town,Type,EnergyCertificate,GrossArea,TotalArea,Parking,HasParking,Floor,ConstructionYear,EnergyEfficiencyLevel,PublishDate,Garage,Elevator,ElectricCarsCharging,TotalRooms,NumberOfBedrooms,NumberOfWC,ConservationStatus,LivingArea,LotSize,BuiltArea,NumberOfBathrooms
330000.0,Porto,Vila Nova de Gaia,Mafamude e Vilar do Paraíso,House,D,274.0,190.0,3.0,True,,1995.0,,,,False,,3.0,,,,168.0,,,4.0
375000.0,Porto,Felgueiras,Friande,House,E,,456.0,3.0,True,,2008.0,,,,False,,3.0,,,,375.0,,,4.0
55000.0,Porto,Lousada,Vilar do Torno e Alentém,House,E,,878.0,0.0,False,,1980.0,,,,False,,2.0,,,,90.0,,,1.0
35000.0,Porto,Santo Tirso,São Tomé Negrelos,House,,76.0,400.0,0.0,False,,1984.0,,,,False,,1.0,,,,71.0,,,1.0
329500.0,Porto,Gondomar,Fânzeres e São Pedro da Cova,House,C,237.0,225.0,3.0,True,,1983.0,,,,False,,4.0,,,,158.0,,,4.0
175000.0,Porto,Marco de Canaveses,Vila Boa de Quires e Maureles,House,F,,459.0,2.0,True,,1997.0,,,,False,,4.0,,,,218.0,,,3.0
380000.0,Porto,Gondomar,"Gondomar (São Cosme), Valbom e Jovim",House,E,,275.0,2.0,True,,1988.0,,,,False,,3.0,,,,192.0,,,4.0
510000.0,Porto,Matosinhos,"Perafita, Lavra e Santa Cruz do Bispo",House,C,286.0,330.0,3.0,True,,1998.0,,,,False,,3.0,,,,256.0,,,3.0
495000.0,Porto,Felgueiras,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",House,D,,939.0,3.0,True,,1970.0,,,,False,,4.0,,,,501.0,,,3.0
430000.0,Porto,Felgueiras,Vila Verde e Santão,House,D,,700.0,1.0,True,,1997.0,,,,False,,4.0,,,,363.0,,,3.0
432000.0,Porto,Gondomar,"Gondomar (São Cosme), Valbom e Jovim",House,C,254.0,892.0,3.0,True,,1992.0,,,,False,,3.0,,,,170.0,,,4.0
850000.0,Porto,Matosinhos,São Mamede de Infesta e Senhora da Hora,House,C,,437.0,3.0,True,,2000.0,,,,False,,3.0,,,,163.0,,,3.0
252000.0,Porto,Santo Tirso,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",House,E,,279.0,1.0,True,,2005.0,,,,True,,3.0,,,,107.0,,,2.0
650000.0,Porto,Vila Nova de Gaia,Mafamude e Vilar do Paraíso,House,A,408.0,385.0,2.0,True,,1995.0,,,,False,,4.0,,,,136.0,,,6.0
